1.735598000000000000e+06,1.522878000000000000e+06,5.029750000000000000e+05,2.887930000000000000e+05,4.320100000000000000e+05,9.886900000000000000e+04,1.025162000000000000e+06,1.024248000000000000e+06,2.577000000000000000e+05,2.762150000000000000e+05,1.597550000000000000e+05,9.473000000000000000e+03,3.968000000000000000e+03,5.298900000000000000e+04
1.732076313296966488e+06,1.517182377564146649e+06,5.020410188917978085e+05,2.870578954892903566e+05,4.313918078072905191e+05,9.880311181348891114e+04,1.025176578803153010e+06,1.023552770096978056e+06,2.573379119430955325e+05,2.748801239691901137e+05,1.599057571390263038e+05,9.510685950349759878e+03,3.989818181781440217e+03,5.308682652794611931e+04
1.728532916130771395e+06,1.511174496690879110e+06,5.011569709356635576e+05,2.853675473415479646e+05,4.308527942837405717e+05,9.873344386890003807e+04,1.025107375879542204e+06,1.022813377159377211e+06,2.571121590536405856e+05,2.734183057898336556e+05,1.599430545935271075e+05,9.592008264262400189e+03,4.011636363562880433e+03,5.332772823231554503e+04
1.727647407449831022e+06,1.504996683022149839e+06,5.002914103159322403e+05,2.831238831529314048e+05,4.303137383857662207e+05,9.869307205114678072e+04,1.025107876539967023e+06,1.022661419101195526e+06,2.569733788259449648e+05,2.724682231468054815e+05,1.601024265719078248e+05,9.677297520317120870e+03,4.031471074273280465e+03,5.350156916306509083e+04
1.726360158276593313e+06,1.499580715102294926e+06,4.994993334325677715e+05,2.810712748331460753e+05,4.298926465792489471e+05,9.863718278602501960e+04,1.025659274515088531e+06,1.022004648502944270e+06,2.566381410932058352e+05,2.720834297590237111e+05,1.601353876707685704e+05,9.768537189584960288e+03,4.049322313912640311e+03,5.370022378270858462e+04
1.725056647519384278e+06,1.493819642355222255e+06,4.986516498944855994e+05,2.791682931753487792e+05,4.293499683957867092e+05,9.858220291064732010e+04,1.026300318980100215e+06,1.021488121333711431e+06,2.563108781095688755e+05,2.712999586859629489e+05,1.604514846699395857e+05,9.845892561355520229e+03,4.069157024623040343e+03,5.388821738970057049e+04
1.724376873721344396e+06,1.487959246181931812e+06,4.977639578387563233e+05,2.773319151554792770e+05,4.289284331609550281e+05,9.851221458345634164e+04,1.027651363424090086e+06,1.020957892068352317e+06,2.559303514960763860e+05,2.706037603400278604e+05,1.606221214149254956e+05,9.927214875268160540e+03,4.092958677475520290e+03,5.402510592176883802e+04
1.723269009480592562e+06,1.481927401750290766e+06,4.969112605911862338e+05,2.754830500546158873e+05,4.283210835417928174e+05,9.844587491087705712e+04,1.028489128684935626e+06,1.020351411575797247e+06,2.556191071898049850e+05,2.700543388533497928e+05,1.606863456776986422e+05,9.958950412404799863e+03,4.116760330328000236e+03,5.421132164616428781e+04
1.721714005450187018e+06,1.475957190821920289e+06,4.960194076687154593e+05,2.739715660104359267e+05,4.277799692006680998e+05,9.840108026969393541e+04,1.029292252015012084e+06,1.019766739473362453e+06,2.552539097147038265e+05,2.694573140609667171e+05,1.608562320692073845e+05,1.001052066025183922e+04,4.138578512109440453e+03,5.441659533879887022e+04
1.719815899111628998e+06,1.467787403354536509e+06,4.951498260577478213e+05,2.724608043459709152e+05,4.271717711727105197e+05,9.834099972121168685e+04,1.030078768830603338e+06,1.019315040476078517e+06,2.548848781529807602e+05,2.689773140617750469e+05,1.610520012192540453e+05,1.005812396595680002e+04,4.162380164961920855e+03,5.458244631261559698e+04
1.719616493963340996e+06,1.462487085841357475e+06,4.940978995866962941e+05,2.705321244259910309e+05,4.265641852563004359e+05,9.832280818235587503e+04,1.031002874848677311e+06,1.018901816140386509e+06,2.545015347036809544e+05,2.682156611704956740e+05,1.611184738190614444e+05,1.010176032951968045e+04,4.182214875672320886e+03,5.474638549788977252e+04
1.719710444417104125e+06,1.457814195186220109e+06,4.930066393094520899e+05,2.686638981840486522e+05,4.259555617505378905e+05,9.826890687593838084e+04,1.031814987572022830e+06,1.019029954163013841e+06,2.541962889013074746e+05,2.676027686095443205e+05,1.614828386635397619e+05,1.015333057736671981e+04,4.200066115311680733e+03,5.479558262176517746e+04
1.717632169427205576e+06,1.453025060938926414e+06,4.920095663502517273e+05,2.671070951446040417e+05,4.254016233950036694e+05,9.822241885277543042e+04,1.032552007790252217e+06,1.018481296653133584e+06,2.539266845659400278e+05,2.668073967100572772e+05,1.616454818305501540e+05,1.020490082521375916e+04,4.219900826022080764e+03,5.506601040022227244e+04
1.718190254917733138e+06,1.448084426615431206e+06,4.911984452682929696e+05,2.652778142119852710e+05,4.248875895152071025e+05,9.816969510548758262e+04,1.033305609848383931e+06,1.017978146897483268e+06,2.537011511625221756e+05,2.661111983641222469e+05,1.618919162801241328e+05,1.025052065984767978e+04,4.237752065661440611e+03,5.512880843811904924e+04
1.718700227957786759e+06,1.442671708524037618e+06,4.903749572853524005e+05,2.633071874519186676e+05,4.242826652763901511e+05,9.812150974570630933e+04,1.033793846291538677e+06,1.018207962822478847e+06,2.533404318029055139e+05,2.653852479521216010e+05,1.620594503418886452e+05,1.030010743662367895e+04,4.255603305300800457e+03,5.534129618508021667e+04
